comment,polarity
আমার দেখা লাইফের সেরা নাটক এইটা  অপূর্ব ভাই এর নাটক হিট না হয়ে যাবে কই  :),Positive
সিহাব সাহিনকে চারটা চুমা দেয়ার কাম এত সুন্দর এক্তা নাটক উপহার দেয়ার জন্য এইবার দিয়ে তিন বার দেখলাম মন তা ছুয়ে গেসে     ,Positive
অশ্লিলতা বেশি,Negative
ফালতু নাটক  ফালতু স্ক্রিপ    এতো ভালো এক্টার দিয়ে এসব ফালতু নাটক করালে  তাদের ডিমান্ড কবে যাবে মনে রেখেন  যত্তসব ফালতামি  ,Negative
ভাল লাগলো না just boring,Negative
শাহানাজ খুশি,Positive
ভালোবাসার দুইটি মানুষ  একসাথে থাকলে নাটক এমনিতেই  Super Hit হয়,Positive
বাংলা কবির সিং !! অসামান্য অভিনয় নিশো দা৷ ২০১৯ এর সেরা নাটক৷,Positive
অনেক বালো  এটা নাটক,Positive
দেখা শুরু করলাম মনে হয় ভালো হবে,Positive
অস্বস্তিকর একটা নাটক,Negative
কুত্তার বাচ্চা গালি টা সেই হইছে,Negative
আমার দেখা সেরা একটি নাটক... নাটকের কাজ গুলো এককথায় অসাধারণ হয়েছে nisho ভাই ও মেহেজাবিনের এতো সুন্দর হয়েছে বলার বাহিরে ধন্যবাদ নাটকের অভিনেতা অভিনেত্রী ও সহযোগীদের কঠোর পরিশ্রম করে এতো সুন্দর একটি নাটক উপহার দেওয়ার জন্য নিশো_ভাই,Positive
ফাজলামো নাটক ,Negative
খুব ভালো লাগলো নাটক টা ,Positive
নাটকটা এমনিতেই অনেক ভালো লেগেছে আরও বেশি ভালো লেগেছে শেষে নামাযের আহ্বান  দেয়ার কারনে  ,Positive
সময়ের সব  থেকে বড়  সুপারস্টার আফরান নিশো,Positive
জমজ ১১ আর কাচ্চিখোর  এই ঈদের সেরা ফালতু নাটক,Negative
এক কথায় অাসাধরন,Positive
হিসু দ্যা বেষ্ট আছে কে কে,Positive
সালার নাটক এতো ভালো লাগে কেরে,Positive
নো বাল প্রাপ্য নাটক ,Negative
অসাধারণ  একটা নাটক  বোন টার অভিনয় টা অসাধারণ !!,Positive
আমি তো দেকেছি এটা চার বার জত দেখি ততো ভাল লাগে,Positive
অসাধারণ নাটক,Positive
সেদিনই প্রিয় লিষ্ঠ থেকে সাফা কবিরকে বাদ দিয়েছি যেদিন ইসলাম সম্পর্কে না জেনে বলেছিলে  যা দেখিনা বিশ্বাস করি না  দুঃখ লাগে যখন প্রিয় celebrity রা ইসলাম সম্পর্ক কিছু বললে সাফা কবির ও ছিল এখন নেই    ,Negative
ফালতু একটা নাটক বানিয়েছে পরিচালক ,Negative
প্রত্যেকটা নাটকে নামাজের দৃশ্য দিলে ভালো হয়,Positive
অনেক দিন পর এত সুন্দর একটা গল্প দেখলাম,Positive
অসাধারণ ছিলআর নামাজ এর বিষয়টি তো জোশ অসংখ্য ধন্যবাদ বস এবং সহকারী সবাইকে,Positive
অসাধারণ  নাটক,Positive
ভাই অনেক ভালো লাখছে নামাজ পড়ার কথা টা শুনে..... দোয়া করি ভাই আপনে অনেক ভাল থাকেন আমিন.......??/,Positive
নামাজ নিয়ে সুন্দর একটা বার্তা দিলো ধন্যবাদ অমি ভাই,Positive
গল্পটা ভাল লাগল না  পরিচালক কে বলবো বলদামি ছারেন ,Negative
অসাধারণ নাটক I love you bro  Afran Nisho,Positive
আইরিন তাইনিয়া আফুর খুব ভাল লাগে ,Positive
অপূর্ব ভাই আর আরিয়ান ভাই খুব ভালো কাজ করেন,Positive
নিশু জনপ্রিয়তা থাকবে এত অশ্লীল করলে নিশু আর তিশা বাংলা নাটকে নোংরা মানি করে,Negative
নাটক নামের কলংক এসব,Negative
তানজিন তিশা আমার একজন অভিনেতা  আর কার  কার পিয়া               ,Positive
অসাধারন একটা নাটক..,Positive
অসাধারণ    বলার কিছুই নাই ,Positive
নাটকে স্পষ্টভাবে হিজাবের অপব্যবহার হয়েছে  বুক এবং গলা স্পষ্টভাবে দেখা যাচ্ছে  এত ভদ্র ধার্মিক ভাব দেখাইলেন অথচ ওড়নার যথা ব্যবহারটা ই করলেন না   কত সুন্দর হিজাব পরার স্টাইল!!!!এরপর বলবে দৃষ্টিভঙ্গি বদলান!বুকে কাপড় না দিয়ে হিজাব পড়া আর বিসমিল্লাহ বইলা গাঁজা খাওয়ার মাঝে কোন পার্থক্য নাই  হিজাব মানে পুরো শরীর  ঢাকা  যেটা মেয়েদের জন্যে ফরজ  আর উনি শরীর খোলা রেখে  মাথা ডাকছে  হায়রে আজব মানুষ!!!  অথচ এই হিজাব টা সঠিকভাবে উপস্থাপিত হলে নাটকটা অস্বাভাবিক সুন্দর হতো ,Negative
খুবিই ভালো নাটক ,Positive
ফালতু মেয়ে গুলো খেয়ে দেয়ে কোন কাজ নাই,Negative
মেয়েকে জিঙ্গেস করছে তুই ভাল থাকবি   কিন্তু তিন লাখ টাকার সেলারির ছেলে পেয়ে তখন এই কথাটা একবার জিঙ্গস করলোনা তুই ভাল থাকবি!!!!হাইরে বাবা,Positive
অশালিন নাটক      সমাজ ধ্বংস কারি    ,Negative
ভাই জিবনে চলার জন্য সবচাইতে বড় একটা জ্ঞান পাইলাম অনেক ধন্যবাদ লেখক  পরিচালক  অভিনয় শিল্পীদের সবাই সুন্দর অভিনয় করেছেন সটিক পরিবেশ ও সমাজ এর মুল কাহিনি তুলেদরেছেন,Positive
শামিম ভাই আপনি এমন একটা ফালতু নাটক  করবেন বুজতেই পারলাম না   খুব খারাপ লাগছে,Negative
ভাই আমাদের নাটকের ভাসার যে ঐতিহ্য  ছিল তা  জেন দিনে দিনে হারিয়ে যাচ্ছে আমরা এ সব নাটক থেকে  কি ধরনের   ভাষা শিকছিআমার মনে হচ্ছে আমাদের আরো  একটু সচেতন হয়া উচিৎ,Negative
অসাধারণ একটা নাটক,Positive
তাহসানের কাছ থেকে এই ধরনের বাজে নাটক আশা করিনি......ফালতু... ,Negative
জিবনের প্রতিচ্ছবিজীবন তো একটাই success টাই বড় কথা ভালবাসা tnx তোমাকেঅনেক কিছু শিখানোর জন্য,Positive
শালা পরিচালকের মাথা খারাপ হইছে কোন নাম দিছে নাটকের নামের সাথে কোনো মিল নাই,Negative
খুব ভালো লাগলো নাটকটা ,Positive
নাটক ভাল মিউজিক দিয়া বাদ বানাইছে?,Positive
অসাধারন,Positive
নামাজের জন্য নাটক টা ভালো লাগলো খুব ভালো,Positive
জোর করে হাসলাম,Negative
এক কথায় অসাধারন,Positive
তানজিন বাদে সব ভালো লাগছে,Positive
এক কথায় অসাধারণ মিজান ভাইয়া আপনাকে ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য,Positive
লাস্ট এর  দুই  কাপল দেখে আশিকি ২ মুভির লাস্ট সিন এর কথা মনে পরে গেল    অপূর্ব  টিক আরহির মত ভাবসিল,Positive
ভালো কিছুই নাই  খারাপ ভাব বঙ্গিমা   একেবারে অশ্লিল  নিশোর কাছে এরকমটা আশা করিনাই,Negative
Ome ভাইয়ের কাছে expectation অনেক High থাকে এরকম সাধারন গল্প নিয়ে নাটক কেন করলো অবাক হলাম আশাকরি গল্প বাছাই এ আরো কেয়ারফুল হবে ,Positive
এরকমভাবে মিলে গেলে খুব কস্ট হয়এক্স তোমাকে ক্ষমা করতে করতে আজ আমি ক্লান্ত আজ দুই জন দিকে দুই পৃথিবী হয়ে কেনও এমন হলও,Negative
আমি নিজেই বাংলা নাটক আর সিনেমা নিয়া হাসাহাসি করতাম ...কিন্তু এই নাটকের মাঝে একটি সময় আমি হারিয়ে যাচ্ছিলাম ...মনে হচ্ছিলো আমি নাটক না সত্যিকারের কোনো কাহানি দেখছি ...এগুলো সমাজের জন্য অনেক উপকৃত হবে...এখন থেকে বাবা মা এর প্রতি শ্রদ্ধা বেরে গেলো...,Positive
পুরাই ফাউল ,Negative
থ্যাংক ইউ গুরু মিজানুর রহমান আরিয়ান থ্যাংক ইউ বস আফরান নিশো থ্যাংক ইউ মেহেজাবিন আপু আমার পছন্দের তিনটি মানুষ  সবাইকে অনেক অনেক ধন্যবাদ নাটকটা দেখে হৃদয় ছুঁয়ে গেছে শেষ পর্যন্ত খুব কান্না করছিল থ্যাংক ইউ সবাইকে জারা অনেক কষ্ট করে সুন্দর একটা নাটক উপহার দেয়ার জন্য সবাইকে অনেক অনেক ধন্যবাদ ,Positive
নিশু ভাই আপ্নের নাটক যত দেখি তত ভাল লাগে        সালাম তমায়,Positive
ওয়ান্ডারফুল,Positive
বেস্ট বেস্ট বেস্ট এভার সিন,Positive
সত্যি অসাধারণ ,Positive
নায়ক মানে   অপূর্ব   রোমান্টিক মানে   অপূর্ব   বিরহ মানে   অপূর্বক কথার দারন মানে     অপূর্ব    অভিনেতা মান   অপূর্ব ,Positive
অনেক সাধারণ সুন্দর নাটক টা আপনাকে অনেক ধন্যবাদ নাটক টা দেয়ার জন্য,Positive
সেই জুস হইছে নাটকটা কস্ট হাশি দুটাই পারফেক্ট....,Positive
নিশোকে বরাবরই ভালো লাগে কিন্তু অভিনেত্রী কে খুব একটা ভালো লাগেনা ,Positive
অতীতের কথা না ভেবে থাকা টাই বেটার তাই না ভাই আমি এটাই মনে করি,Positive
নির্মল সুন্দর সম্পর্ক গুলো বেঁচে থাকুক বছরের পর বছর,Positive
বিঙ্গাপনটা একটু বেশিই হয়ে গেছে  কি বলেন সবাই,Negative
অসম্ভব সুন্দর একটি নাটক জাস্ট লাভ ইট ,Positive
অসাধারণ #নিশো_ভাইস্যাক্রিফাইস,Positive
আসুন মহান সৃষ্টি কতাকে সরণ করি #thebyby,Positive
৫৩ মিনিটে অনেক কিছু বুঝেছি জীবনের প্রতিটি ধাপ অনুভব করেছি নাটকটা দেখার পর আমাদের নিয়ে আব্বু আম্মুর অনুভুতিগুলো বুঝতে পারছি বাকরুদ্ধ করা একটা নাটক ছিলো  সত্যি চুপ হয়ে গেছি সব দিক দিয়েই অসাধারণ একটা নাটক ছিলো এটি ,Positive
বোকা নির্বোধ,Negative
১ টা রুম  ২ টা মানুষ  হাজারো স্বপ্ন  এভাবেই একদিন চুলে পাক ধরে  বয়স বাড়ে  পরে থাকে শুধু স্মৃতি  একসময় তাও মুছে যায়  খুব সুন্দর উপস্থাপন ,Positive
ভারতের  পশ্চিমবঙ্গ  কলকাতা থেকে বলছি   খুব সুন্দর একটি নাটক দেখলাম   এর আগেও  বেস্ট ফ্রেন্ড  দেখে মুগ্ধ হয়েছিলাম   এই দুটি নাটকি আমার জীবনের কিছু মুহুর্ত আর স্মৃতি গুলোকে চোঁখের সামনে তুলে দিয়ে গেলো   চোখের জল ধরে রাখতে পারলাম না  বাংলাদেশ অনেক ভালো কাজ করছে    আর অনেক প্রতিভার জন্ম দিয়েছে   অনেক ভালোবাসা জানাই বাংলাদেশকে  আরো নাটক এর অপেক্ষায় থাকবো  ধন্যবাদ এই সকল নাটোকের জন্য ,Positive
অসাধারণ একটি নাটক,Positive
এই প্রথম কাজল আরেফিন এর নাটকের শেষ টা অসাধারণ হইছে ,Positive
কিছুই বুঝলামনা,Negative
অসাধারণ  একটা কথায় অসাধারণ  চোখের  পানি আর চোখে রাখতে  পারলামনা,Positive
অসাধারণ নাটক,Positive
পরিচালক পাগল নাকি   ফারিহা একটা শাড়ি পড়ে কল দে আর একটা শাড়ি পড়ে কল করে   পাগল ছাগল ,Negative
আমাদের দেশের নাটক  অনেক সুন্দর,Positive
এই নাটকটা একবার দেখে মনকে সান্ত্বনা দিতে পারলাম না তাই বারবার দেখতেছি অসাধারণ অসাধারণ অসাধারণ এই কারণে বারবার দেখা হল   ,Positive
অনেক বোকাচোদাই নাটকটা পুরো না দেখে বকা বকি করছে   ,Negative
নাটক অসাধারন কিন্ত জীবন তো একটাই একটু কম বললেই ভালো হত,Positive
খুব ভালো ছিলো   অসাধারণ ,Positive
সেরা নাটক ভাল লাগল,Positive
সবই ঠিক আছে  গল্পও সুন্দর... লোকেশনও সুন্দর... কিন্তু টাইটেল নামের সাথে গল্পের কোন মিল পেলাম না ,Positive
নিশো ভাই অার তিশা অাপু নাটক টা অনেক সুন্দর হয়েছে,Positive
আমার দেখা সর্বকালের সেরা নাটক     লাভ ইউ নিশো ভাই,Positive
অসাধারন নাটক,Positive
সত্য অসাধারন  নাটক এত সুন্দরনাটক উপহার দেয়ার জন্য ধন্যবাদ,Positive
অসাধারণ নাটক ,Positive
ভালো ছিলো  কিন্তু কাবির সিংয়ের একটা ফ্লেভার পাওয়া গেছে ,Positive
এই আজাইরা নাটক দেখে আমার জীবনের মূল্যবান ৩৮.০৭ মিনিট নষ্ট করলাম  এই নাটক দেখার পর কাচ্চি থেকে রুচি উঠে গেল  ফালতু একটা নাটক ,Negative
আরিয়ান ভাইয়ের নাটক মানেই অন্যরকম  ভালোবাসা রইল অনেক ভাইয়া 🙂🙂,Positive
একটা নাটক এতটা ভালো হতে পারে জীবনের সব অনুভূতি একটা ঘরে আবদ্ধ থাকে ,Positive
তোমার চলা কথা বলা কিংবা ঠোঁটের হাসি এসব কিছুর চাইতে তোমার মন টা ভাল বেশিসব মিলিয়ে তুমি আমার দারুণ ভাগ্য রাশিএকশো রকম গল্প ভুলে তোমার কাছে আসি,Positive
একটা রুম  একটা খাট & দুজন মানুষ এর সম্পূর্ণ জীবনকাহিনী আসলেই খুবই অসাধারণ  ভাবে জীবনের  বাস্তবরূপ তুলে ধরা হয়েছে এভাবেই এগিয়ে যাক বাংলা নাটক   ,Positive
শেষ পর্যন্ত নাটকটা খুবই ভাল লাগল  খুবই বাস্তব কাহিনীনির্ভর একটা নাটক আর অসাধারণ স্যাক্রিফাইস!! নিজের চাওয়াগুলো অপূর্ণ রেখে অন্যের ভাল চাওয়াটাই হয়ত প্রকৃত ভালবাসা ,Positive
বাজা‌রে কি ১ টে‌বিল চামচ অাদা বাটা বিক্রি ক‌রে ? লুল,Negative
শেষ টা খুব সুন্দর হয়েছেবিশেষ করে নামাযের উপদেশ টা,Positive
নিশো তিশাকে যেভাবে এড়িয়ে যাচ্ছিলো তাতেই ধারণা করেছিলাম যে কিছু একটা আছে যার জন্য এমন করতেছে!!সেটাই সত্যি হলো     যে ভালবাসার বহিঃপ্রকাশ কতরকম হতে পারে লাস্ট মোমেন্ট মিলনাত্মক দেখে খুব ভালো লেগেছে ,Positive
সুপার  নাটক,Positive
হারাম জাদা পরিচালক.. কুত্তার বাচ্চা না হইলে কি আর একটা কুকুরের নাম ফাহিম রাখে  তোর নিজের নাম রাখলেই পারতি... স্টুপিড কোথাকার...,Negative
আমার সব বন্ধু অর্পবর নাটক দেখতে ভালোবাসে,Positive
অসাধারণ,Positive
নাটকটা খুব ভালো লাগলো A to Z   ..,Positive
তিশা আপু সত্যি আপনার অভিনয়  মানুষ এ ভাবে প্রেমে পরে,Positive
নাইচচচচচচ,Positive
ভাই অসাধারণ কেমনে যে তুমি পারো সত্যি ভাই পুরাই জুস,Positive
অসাধারণ স্ক্রিপ্ট,Positive
বাংলা নাটক ই সেরা,Positive
বালের নাটক  সময় নষ্ট,Negative
মন ভালো করার গল্প...অসাধারণ,Positive
নাটকে ওর বাপটাকে সহ্য হচ্ছে না  কুত্তা মার্কা নাটক,Negative
চ্যাটের এক নায়কা নিয়াই সব নাটক,Negative
শাহনাজ খুশি এই মানুষ টির মতো মানুষ হয়না কি সুন্দর যে তার অভিনয়  তার প্রতিটি কথায় এতো মায়া তাকে দেখলে মনেহয় নিজের আপন কাউকে দেখছি  এর বাস্তব ব্যাবহার ও এতো ভালো (ইন্টারভিউ তে দেখেছি)ভিষণ ভালো একজন মানুষ  অনেক অনেক ভালোবাসা এই মানুষটির জন্য,Positive
দুই বাংলাতেই দারুণ সব অভিনেতা এবং অভিনেত্রীরা আছে যাদের অভিনয় মুগ্ধ করে দেয় এবং এই ছবির মূল সম্পদই হল অভিনয়  গল্পের ক্লাইম্যাক্সে গিয়ে সেই 'রিভার্সাল' এ পোঁছন পর্যন্ত যা আসলে আমাদের আগ্রহ ধরে রাখে এবং অপেক্ষায় করায়  সেটা এই এত ভাল অভিনয় না হলে হত না  ভাল অভিনয়ই গল্পকে বিশ্বাসযোগ্য এবং গল্পের প্রাপ্য মাত্রা দিয়েছে! শেষে গিয়ে দেখা যায় গল্পটা চেনা  কিন্তু তাতে কি? গল্প কিভাবে বলা হচ্ছে সেটা আসলেই গুরুত্বপুর্ণ এবং এই গল্পের আসল সম্পদ হল অভিনয় আর এই অভিনয় এবং গল্লকে তার সঠিক দিশা দেওয়ার জন্য অবশ্যই প্রশংশা এবং অভিনন্দন প্রাপ্য পরিচালকের  ধন্যবাদ দুই অভিনেতা  Afran Nishoএবং অভিনেত্রি Tanjim Tisha কে মনোমুগ্ধকর অসাধারন অভিনয়ের জন্য এবং অভিনন্দন পরিচালক কাজল কে   এইরকম আরো চাই আপনাদের কাছ থেকে-  হৃদয় ছুঁইয়ে যাওয়া কাহিনি এবং Cinematic মুহুর্ত ,Positive
ফালতু নাটক,Negative
নাটকটার এড দেখে বুঝতে পারছি অনেক ভালো লাগবে,Positive
ঢং টা একটু বেশি হয়ে গেল ,Negative
ছেলেরা রাগ করলে হয় বাদশাহ আর মেয়েরা রাগ করলে হয় বেশাহ,Negative
অশ্লীলতা ছাড়িয়ে গেছে,Negative
সেই সেই সুপার!অসম্ভব সুন্দর নাটক যা পূর্ণ দৈর্ঘ্য চলচিত্রকেউ হার মানায়!! তুমি হিরো আরিয়ান ভাই নিরান্তর শুভ কামনা.....অভিনেতাদের কেউ অনেক অনেক ধন্যবাদ এবং ভালোবাসা,Positive
এই গল্পের পরেও আরও একটি গল্প থেকে যাই  যার প্রকাশ যেমন এখানেও ঘটেনি   বাস্তবেও ঘটনার অন্তরালেই রয়ে যাই  ভাল থাকুক সব সময় ভালবাসার মানুষ গুলো......,Positive
ফালতু নাটক,Negative
অনেক অনেক ধন্যবাদ নাটকটি উপহার দেয়ার জন্য,Positive
গরুর মাংস না দেখালেই ভালো হতো!,Negative
এটা কোন কাহিনী হল ,Negative
ফালতু একটা নাটক   তার সাথে আবার এ্যাড যুক্ত করে বিরক্তিককর কের ফেলছে     ধূর,Negative
এই স্বল্প সময়ে জীবনের শুরু থেকে শেষ পর্যন্ত প্রদক্ষিণ করলাম  বাস্তবধর্মী খুব সাধারন আর জীবনের রঙ মেশানো নাটক একটা  এক কথায় অসাধারণ,Positive
আমার কাছে এটা নাটক মনে হয়নি  মনে হয়েছে আমার জীবনে গঠছে,Positive
সবার রিদয়ে বেচে থাকবেন নিসো ভাই  এই সুন্দর  একটা  গল্পের কারণে,Positive
বালের নাটক অফিসে অফিশিয়াল আলাপ-আলোচনা চলবে কিন্তু সেখানে ফালতু আলোচনা বালের নাটক বালের পরিচালক,Negative
আফরান নিশো আর তানজিন তিশা আমার সবথেকে প্রিয় মডেল,Positive
অসাধারণ একটি নাটক ‌ ,Positive
আপ্নে একজন ক্রেযিলাভার প্রেম করতে করতে ভিতরে ডুইক্কে গেসেন,Negative
বর্তমানে আরফান নিশো টপ হিরো,Positive
জাতীয় আবাল,Negative
শেষ টা অসাধারণ ছিল আর নাটকের মূল মেসেজ ছিল নামাজ,Positive
পুরো বাস্তব জীবন কে    তুলে ধরেছে    এক কথাই অসাধারন    ,Positive
না ঠিক আছে ভালোই,Negative
Kabir sing ছবির অনেক টা সিন পাওয়া যায় মোট কথা নাটক টা অসাধারণ,Positive
হৃদয় ছুঁয়ে যায় বারবার,Positive
আরিয়ান ভাই বাংালির রোগ ধরতে পারছে    আবেগের উপর খেলে নাটক বানায়     তার পরও কবির সিং মুভির স্টাইল কপি করা হয়েছে  যাই হোক গল্পটা সুন্দর ছিল     অভিনয় ও সুন্দর ছিল   হোপফুলি     মেরিল প্রথম আলো পুরস্কার পাওয়ার যোগ্যতা রাখে ,Positive
ভাই আমি একটি বাস্তব জীবনের গল্প পাঠাতে চাই কিন্তু কিভাবে পাঠাবো জানিনা  আমার বিশ্বাস আমার গল্পটা অপুর্ব ভাই সাজায় তাহলে বাস্তব চরীত্র টা উঠে আসবে  কেউ কি আমাকে সাহায্য করবেন প্লিজ ,Positive
সেই রকম ফালতু নাটকটা,Negative
নিশোর সব ভাল লাগছে! কিন্তু সিগারেটের ধোয়া মেয়েটার দিকে ফুক দেওয়াটার কারনে অনেকে বাজে কিছু শিখবে স্টাইল মনে করে! যেটা খুব অশোভনীয়,Negative
নামাজের কথাটা শুনে খুভ ভালো লাগল,Positive
বাজে নাটক,Negative
সত্যি খুব কান্না পাচ্ছে আমার   নাটক টা কুব সুন্দর হইছে,Positive
বাংলাদেশে এত ভাল নাটক বানাতে পাড়ে,Positive
অনেক ভালো লাগলো নাটকটা দেখে  আরও ভালো লাগলো নামাজ এর ম্যাসেজটা দেয়ার জন্য,Positive
মিজানুর রহমান আরিয়ান মানে চমক এক কথায় অসাধারণ নাটক,Positive
চেটের বাল আব্দুল্লারে সবাই ভাই ভাই বলে পাগল হইয়া যাইতাছে  সবাই মিলে একবার যদি পানির বালতির মধ্যে চুবানি দিত তাইলেইতো সব পাগলামি ঠিক হইয়া যাইত ,Negative
বুঝলাম না ইংলিশ মুভির নাম নেয়ার কী অর্থ এত সৃজনশীলতার দেখানোর পর!,Positive
Wow....অসাধারণ একটা নাটক  শেষ মুহূর্ত পযন্ত এসে বুঝতে পারলাম  নিশু কেন তানজিনকে বিয়ে করতে চাচ্ছে না  True love...........,Positive
অসাধারণ হইছে,Positive
খুব সুন্দর একটা নাটগ কিন্তু ১০ বছর বয়সে কলেজে পড়ে কি ভাবে  আমি তো ভাবতে ভাবতে বুইড়া হইয়া যাইতাছি!!,Positive
খুব ভালো লাগলো নাটকটা  গতানুগতিক গদগদ প্রেম কাহিনী থেকে আলাদা একটু রাগান্বিত  গম্ভীর   না প্রকাশ করা ভালবাসা  সব মিলিয়ে ভালো লাগলো আলাদা প্রেম কাহিনীটি  ধন্যবাদ শিহাব শাহীন সুন্দর নাটকটি উপহার দেওয়ার জন্য  আগামীতে আরো ভালো ভালো কাজ উপহার দিবেন এই প্রত্যাশা রইলো,Positive
অসাধারণ একটা কাহিনী   জীবন টা ত একটা      all the best....,Positive
দুই জনের লাইপনি অনেক সুন্দর একটা অভিনয় ,Positive
আফরান নিশোর  এর সেরা নাটক কে কে এক মত 👈👈,Positive
ভালো লেগেছে তবে ঈদের best নাটক  ২২ শে এপ্রিল ,Positive
ফালতু natok....শেখার কিছু ই নাই...,Negative
অসাধারন পরিচালক ধন্যবাদ  ,Positive
ভালো থাকুক ভালোবাসা ভালোবাসার মানুষ গুলো,Positive
আমার জীবনে দেখা সেরা একটা নাটক  ,Positive
{.. কুব কুব কুব বালয়ই লেগেছে আমার দোনো  পড়বয়  আরো আশা করী অনেক সুনদর নাটক উপবুগ করতে পাড়ি,Positive
কখন যে কেঁদে ফেলেছি বুঝতে পারিনি  এক কথায় অসাধারন,Positive
মোশারফ করিমের অভিনীত  এতো ফালতু নাটক দেখি নাই no goodvery bad,Negative
বাজে নাটক একটা  সময় নষ্ট করা হলো.,Negative
সবাই ভাল অভিনয় করছে সরকার বেসি ভাল করছে???,Positive
অপূর্বর সাথে পলাশ হলে ভালো হইতো,Positive
ভালবাসার চাইতে বন্ধুত্ত বড়    নামাজ মানুষকে ভাল রাখে এমনই মেসেস ছিল নাটকটিতে    অসাধারন,Positive
২০১৯ বেস্ট,Positive
আপনাদের ভালোবাসা পেয়ে সত্যিই আমরা খুব আনন্দিত  সবগুলো নাটকের মত এই নাটকটিতেও আপনাদের ভালোবাসা আশা করছি  ভালো থাকুন সুস্হ থাকুন আর পাশেই থাকুন  ভলোবাসা অবিরাম,Positive
পুরাই ফালতু নাটক   এই রকম মুসলিম প্রধান দেশে এই রকম অশ্লীল নাটক আশা করা যায়না   বাংলা নাটকের  একটা আলাদা সুনাম আছে যা স্বপরিবার নিয়ে দেখা যায়   কিন্তু দুঃখের বিষয় হচ্ছে এখন কিছু ফালতু   অশিক্ষিত  কুরূচীপূর্ন লোকর আবির্ভাবে এই সুনাম টা ক্ষুন্ন হ চ্ছে  ,Negative
সা*য়ার নাটক,Negative
বাস্তবধর্মী নাটক.......অনেক ভালো লাগলো...,Positive
আমার প্রিয় একজন মানুষের খুব প্রিয় একটা নাটক এটা,Positive
শেষের দিকটা খুব ভালো লাগলো ,Positive
এর সেরা নাটক হবে এই টা আমি মনে করি🙂🙂,Positive
শেষ টা আরেকটু ভাল হতে পারতো,Positive
খুব ই বাজে হইছে এই টা,Negative
অনেক ভালো লাগছে নাটক টা  অসাধারন   কাহিনী নাটক অভিনয় আর গান গুলো সত্যি অসাধারন  love u boss niso...,Positive
বাংলা নাটকে খারাপ ভাষা ব্যবহার না করলে ভাল হত  খারাপ ভাষা ব্যবহারের কারনে আমি এই নাটককে বর্জন করলাম ,Positive
এসব নাটকও দেখতে হচ্ছে,Negative
ফালতু নাটক  Dislike,Negative
এক কথাই অাসাধারণ   অপূর্ব   মিথিলা  মেহেজাবিন সবাই অনেক ভালো অভিনয় করেছে  অার অারিয়ান ভাই কে অশেষ ধন্যবাদ অামাদের এধরণের সুনদর সুনদর নাটক উপহার দেয়ার জন্য......,Positive
ফালতু নাটক  মো করিম বাংলাদেশের নাটকের জগৎকে ধ্বংস করে দিসে ,Negative
পৃথিবীর সেরা নাট্যকার হলেন বিন্দাবন দাস আর সেরা অভিনেত্রী হলেন শাহানাজ খুশি আন্টি ,Positive
নাইচ একটি নাটক,Positive
নাটকের সব চেয়ে একটা দিকে বেশি ভালো লাগছে   ৫ ওয়াক্ত নামাজ পড়বেন ওকে ও পড়াবেন  নামাজ এর কথা বলা হয়েছে তাই বেশি ভালো লাগছে খুব সুন্দর হইছে নাটকটা,Positive
বাজে নাটোক ,Negative
টু বি ভেরি অনেস্ট নাটকটিতে প্রথম থেকেই ডবল মিনিং ডায়লগ &  দৃশ্য বিদ্যমান যা আশার বাইরে  তাছাড়া ড্রেসেও সমস্যা বিদ্যমান  আমার চোখে পড়লো তাই বললাম  এখন যে যেভাবে নেন,Negative
আফরান ভাই আপনার নাটক অসাধারণ লাগে মনের মতো অভিনয়,Positive
উপ্প এই রখম একটা নাটকে প্রয়োজন ছিল একে বারে মনের মতো ,Positive
জটিল থেকে জটিল    ২৭ মিঃ পরের ২ মিঃ ছিল বুক ফাটা কান্না আসার মত অভিনয়    নিশু ভাই তোমার কোনো তুলনা নাই  ,Negative
পুরাতন কাহিনি  নতুনত্ত্ব কিছুই নাই  এইসব সস্তা গল্পে আর দেখতে চাই না ,Positive
অনেক সুন্দর একটা নাটক  আপুকে এবং ভাইয়া ধন্যবাদ জানাই,Positive
Its called real love.শেষ মুহূর্তে কেঁদে ফেলছি মিউজিক গুলো অছামনিশো ভাইয়ের গেটাপ টা দারুন ছিল এককথায় অসাধারন  নাটক,Positive
ভাই মজা পাইলাম না,Negative
নাটকের রাজা বাংলাদেশ 🙂🙂🙂আর নাট্য জগতের সেরা অভিনেতা আফরান নিশু,Positive
অস্থির    এক কথায় অসাধারণ হইছে,Negative
সত্যিই অসাধারণ    বাস্তবতার কাছে যেন হার মেনেছে,Positive
খুব খুব খুবই ভাল লেগেছে       অসাধারণ ছিল অভিনয় আর সাথে গানটাও,Positive
নাটকটি শেষ হওয়ার সাথে সাথেই মুখ থেকে automatic অসাধারণ শব্দটি বেরিয়ে গেছে,Positive
অনেক দিন পর ভালো ১ টা নাটক দেখলাম,Positive
খুবই বাজে স্ক্রিপ্ট,Negative
সুনতে খারাপ লাগলেও বোলতে হয় যমজ ১১/কাচ্চি খোর এবারের পালতু নাটক এমন বাজে ওবিনয় মোশারপ ভাইয়ে দিয়ে করানো ঠিক হয় নায়,Negative
অনেক ভাল,Positive
